ID	Class	Text
3160	nrps	A A C E E A A A A E C A C A E A C E A A A A C E A E A C E C
3161	nrps	A A E C C E E C A C C A E A E A A E E A
3162	nrps	E A E A E A E C E E E A E A A E E C C E E C C E E C C C E E A C A C E C E E A C
3163	nrps	A C E C C E C C A C E C C A C
3164	nrps	C C A E A C C C A A C A E E E E E C A A E C C C A
3165	nrps	A C E C C C A A E E C A C E C C E A C A C E C C C A C E C C C C C E A C A E E
3166	nrps	A C E E E C C C A A C C E E A C C
3167	nrps	A C C A E A A E E E A A A E C C E E E C A C C E E C C
3168	nrps	A E A C C C C C C A E C A E E E C E C E E A C E A C C A A E E A E C C E A
3169	nrps	C E A C E A A E
3170	nrps	A C A A A A E C E E E A E E E A C A A A A C C E E E C C C C C C A C A C A A A A
3171	nrps	C E C E E C E A E E E A E E C A C C A E
3172	nrps	E A A A C A E C E A E E A
3173	nrps	A E A A C C A E C C C E E E E C C E A C A C C A E A C E A E E A C C A A
3174	nrps	C C A C C E E A A A C C A E E A E A C E A A A E C A E E E A E C A C A A
3175	nrps	E A E A A E E E C C C A A C A E E C A E A E E E C C C C
3176	nrps	A A E E A A E C C A E E E C E C E E C C A A E A A C A E
3177	nrps	E C E C E C E C C C A A C A A A C C C E C A C C C A C
3178	nrps	E A A A A C E A A C C C A C A C E A E E C E A E A C A A C A E A E C E E E C
3179	nrps	A E A C C C A C C E C A A C A C E A E E E C A E C A E C C C C A E C E C
3180	nrps	E E A A E E E A E A E A C E E C C A
3181	nrps	C A E C C A C E A C A C C E A C C A A E E C C
3182	nrps	A E C A E E E A C A E A A C C A A C C A E C C A E E C E E A E C
3183	nrps	C E E E A E C A A E E E C A C C E C E E C A E E C A E C E E
3184	nrps	E C C C E C A C E C E E C A E C C C C A A E E C
3185	nrps	C A A A E C A C E A E C C E E A C C C C A C A C C A C C C C E C C
3186	nrps	E C E E C E C A A C C C A
3187	nrps	A E C C E C A A A E A E A C A E C C E E A E C C A A E E A C E A A E C E
3188	nrps	C C E E A C A C C E A E E E E A E E E A
3189	nrps	E A C C E E A A A E A C C E A E C C C
3190	nrps	A C C A C C C C A C
3191	nrps	E A E E E E A E C C E A C E E A A E E A E C E A E C A C
3192	nrps	E E A E A C A A C E E A C C E A C C E A C
3193	nrps	C A E E A A E C E E C C C A A E E E A A A C C
3194	nrps	C C A C E E A A A C C E E A C C C E A C E C C E A C A E C A C E C E
3195	nrps	A C A A E E E A A A E C E A C E E A A C E E C E E A A A
3196	nrps	A A E E C A C E E E E E E E E E C C A E E C C A C A A E E A A A C A C
3197	nrps	E E C E C C E A C A E C A A C C A E A E
3198	nrps	A A A C E E A C C E C A C C C A C E C C C C C A E A E C E
3199	nrps	A A A A E C
3200	nrps	E E C C C E A A A E C A E A C A E C C A E
3201	nrps	C C A C E E
3202	nrps	C A C E A A A A E E A C E C A E A C A E C C E E C E C A C C E C C E A A A E A
3203	nrps	A A E C C C A A E C E C C C C C A A A A C
3204	nrps	C E A A E E A E A C A C A C E C E A A A C A A E E
3205	nrps	E A A C A C E C C A C E A E C A E C A E C A C E
3206	nrps	A C A A A E A C A C C A A A C E C C A E A C E C E E E
3207	nrps	A A A E E C A C A C A E C A A E A E A A E E C E E A E E A A C E C C C
3208	nrps	E C E A C E C E C E E C C C C C
3209	nrps	C C C C C
3210	nrps	E E E C A A E E C A C E E A A A E
3211	nrps	C A A A E C A
3212	nrps	E C C A E C E C C A E A C
3213	nrps	C C E A E E A A C C A C A A A A E A A C C E E E C C
3214	nrps	C A E C E E C E C A C A E C A C E A C A A C A E A E C A C E A A A C E A E C E E
3215	nrps	C C A C C C
3216	nrps	A E A E A E C C C C
3217	nrps	A C C C E C E E A C E C A A E A E C E C A E A E E A C E A
3218	nrps	C A E E C A A C C C E E A C A E E E A C A C E A A E A E A E C C C C C C A C C
3219	nrps	C E A C E C E C A C C
3220	nrps	E A E A C A C E A A A E A C C E A C C A
3221	nrps	E C C A C A C E A E C A C E E C A A A C C
3222	nrps	C A C A E E C E E A E C A E E E C
3223	nrps	C E C C A E C A C A A C E A C C A C C E C E A C E E C A C E A C A C C E C C E C
3224	nrps	A C E A A E E A C
3225	nrps	E C E A C A A E C C A E C A A A A
3226	nrps	C E E E E E E A E C C E
3227	nrps	C C C A A E E E A A E C C E E C A A C C C
3228	nrps	A C C E A E E C A E C C C E A E A E E E E A E A A E E A A C A A A E A C E
3229	nrps	A C C A A E C A A A E C C E E C A
3230	nrps	E C A C C E C C E A C C C
3231	nrps	C A C C C A C A C E A C
3232	nrps	C C A E C E C A C A E A C A
3233	nrps	C C A E E C E A C E A E C C C C E C A A A A C
3234	nrps	C C A E C C
3235	nrps	C C E A C A E C A E C E E C A A E A E E A C E A E A C E C E A A E C A C A E
3236	nrps	C A E E E C
3237	nrps	C E A A E A A E
3238	nrps	C C A E C A A E E A E E E E C E
3239	nrps	E E C E C A A A C E E C C E E C C E E C A A E A A E A C C E E C A
3240	nrps	E A C C C E C E E E E C C C C C
3241	nrps	A C E E A A C C E E C A A A A A C E E A C C C A A E E E A E
3242	nrps	E E E E E E A C A E E E A E E E E E A A C A A A C E E A A E A E C E A E C
3243	nrps	E A E C C C C E A C A A C A E C C C C E E E A E C A A A A C E A
3244	nrps	A E E E E A E E C C A C C A A C E A C A E E C C A C C C A C E C E C E C E
3245	nrps	C A C C A C E A A A E A E A C C C A E C C C
3246	nrps	E C C A A C E E C E C A C E A E E E E A E C A A E E E A C A
3247	nrps	E E E A E A C E E A E C A C E E E C C E E C E A E C
3248	nrps	A E C C A C
3249	nrps	C C C A C C C E E A C A E E E C C C C A A E C C
3250	nrps	A E C C E E C C A A A A E C A C A C C A C C C
3251	nrps	C C C E C C C A A E A C A C C A C E A A A C A A E C A C C A C A A A C
3252	nrps	E C A C E E C C E E E C C C E A E A C A A E C
3253	nrps	A E A C E
3254	nrps	C C A E C A C A E C E E E A
3255	nrps	E E C A C C E E A A E C A C C C C C E A A C E E C C C
3256	nrps	A E A C C A A E C A C A C E E E A A A A E C A C C C A A C A E
3257	nrps	C E C A E E A A C E A C A A C A E A A A C C C A C A E C A A E
3258	nrps	C E E E C C C C A C A A
3259	nrps	C A E E E A E C A E A E
3260	nrps	A C A E E E
3261	nrps	A E C E A A A A C C E C A A E E C
3262	nrps	E C A C C C
3263	nrps	E A E C C C E A
3264	nrps	E E A C E E C A C C A C C E A E E A A C C A E A A E E E E E E E
3265	nrps	A A C C C C A C E A C C
3266	nrps	A C E A A E A C C A C A E C A A C A E A A A E E E A A E A E E C C C A A E C E E
3267	nrps	C A C C E E E E C C C A C C C A C A A E
3268	nrps	C E A E
3269	nrps	E C C A C E E A C C A E
3270	nrps	A C E A A A C A E E C C A E C C A A E C E
3271	nrps	C C C A C C
3272	nrps	C E C E A A E E A C E E E C C C E E A A C C C E A E E A C E C C C E E C E E
3273	nrps	E A C E E E E A A C E A A A A C C E E E E C
3274	nrps	C E C A A E A A C
3275	nrps	E E C C A E E
3276	nrps	C A C A C C A A A A E E A C E E E E
3277	nrps	A E E C A A C A E A E E C E A A
3278	nrps	C E C A C E A C E A C C C C E A C E
3279	nrps	A A A A E C A A A C A A C E E E C E E A E A
3280	nrps	E C C E A E C E A A E C A A A E E E
3281	nrps	A E A A E E A C C E E A C E E E C E A E A E E A A
3282	nrps	E C E E A C A A A
3283	nrps	E C C A A E A C A A A C A C A
3284	nrps	E C C E E C
3285	nrps	E E E C E E A A A C C E C E A C E C A E E A A C A C E A C A C C E A A E E
3286	nrps	A C A E E C E A A C A E A A A A C E C E A C E
3287	nrps	E A C A C C C C E C A A E E A C E A C C E A E A E A C
3288	nrps	C C A C E A C A E E E E E C C A E A E C C A C A E C C A A C C E C C C
3289	nrps	A E A E C E E
3290	nrps	E E E E E E E C E A C A C
3291	nrps	C A E A E
3292	nrps	C A C A C A C A E C C C A C A E A E C C E C A
3293	nrps	E E A C C E E E C A A A A C A A C C E E E A A A C E A C A A C C A E C A E
3294	nrps	E C A C A E E E E E A E C E A C E A E
3295	nrps	C A C E E C A A A A C E C C A A A E A E A E A C A A A
3296	nrps	A A E E C E E C A C E C E C A E E A E E C C E E C E A E C
3297	nrps	A C C C A A E A E E A C E E C C C C C C A C E A C E A A C A E E
3298	nrps	C E C E A E E E E C A E A E E C E A E A E C C A C A
3299	nrps	C A A C C A A C A C A E C A C E E A C
3300	nrps	A E A A E C A E A C E A A E A A A E A C E A C A E E A A
3301	nrps	C A C C C C A E A C
3302	nrps	C A E C E C
3303	nrps	E C C C E C A A C A C A A A E A C E
3304	nrps	E A C C E E E A E C C E E C C E E A E C A C A C E E A C A E
3305	nrps	C A C A
3306	nrps	A E A C E C C C A A E E A A C A A A A E E E A A A A C C A C C E C E C E A A A E
3307	nrps	C C C C A C A C A E E C A C E E C E A A E E E E A C C A A A C E
3308	nrps	E C A C C A C C C E A C A C A A E C C E A C C
3309	nrps	C A C E A E A C E C C A C A A E A E E C A C E A E E E
3310	nrps	E E E A E C C E C A C E E C C C C C A A A C A E E A A E C A C E A E E E A
3311	nrps	A C E C C E E A E A
3312	nrps	E A E E E E E C A E C A C E
3313	nrps	C E A A E C E A E A C E A E E A
3314	nrps	C E E C A A C C E C C A A A E A C E
3315	nrps	C E C A E E E A A A C C A A E A E E E E E E A E A C E A
3316	nrps	A A C A A E E A C C C A E C C E C A A A A A C C A A A C E A E E E A E E E
3317	nrps	E C E E E E C C C E E A A C C C A E C E A C A A A C C C C E C C C A E C
3318	nrps	E C A C A E E E E C A E C A A E E C A E C A A C E
3319	nrps	E A A A C C A A E C A A E E C C C A E E C A C E C E A A E C C C A A A A A E E
3320	nrps	A C C E A E A C C E E E C A E
3321	nrps	E C C E A E C C E A E E A E E A E E A E C C E A C C A A A A E C A E
3322	nrps	E C C E A E C C A E E E E A A E E C A C A A A A C C A E E E E A C A E
3323	nrps	E C A E A C C E C A C A E E C E E C C A A E E C A E A A C A A C E E E C C
3324	nrps	E C A E C E A C A E A A E A A C E E E C E A A C E C A E E C A C C E E E C C
3325	nrps	E C E E A E E C C A A E E C A C E A C
3326	nrps	A E E E C E E E E A C E E E A A C A A C
3327	nrps	C C C C E A A E C C A E A C A A A C C E C C
3328	nrps	C E C C A C C C E C C C A E C A C A A C
3329	nrps	A A E C C A C E A E E A C E A C C E A E A C C A C E C E C E A A
3330	nrps	A E C A A E C C A C E E C E C A E E A C C A E C E A C C E C A
3331	nrps	C C C C A E E E C C C C E E A E E A A A E C A C A C C E E C A C A C E C C E C E
3332	nrps	E E C C E E
3333	nrps	C A C C E E E E E C C C A A C A E C A A C
3334	nrps	E A A A E E E C E E E E A E E C C E C E A E E A A E C C A E A A C E C C E C
3335	nrps	C A C E E C C E C A E C E A A A C E A E A C E C C
3336	nrps	C E C E A A C E C C E C A A C A A E A E A E C A A E E C C E E E E E C E E C C E
3337	nrps	C E C C A E A C C A C E C A A E A C A A A C A A E C C C A E E C A
3338	nrps	A C A E E C C A C C C C E A A A A A A C E C C A C A C A E A E E C C E A E A
3339	nrps	C E E E A E
3340	nrps	E A E A A E A E C E A C C E A
3341	nrps	E E A C E A C E C E C E A E A C C E C C C E C E E E
3342	nrps	A A C C C A A A E C E E C A E A E A E E C A A A C C E C
3343	nrps	E A E C E C A C E E C E
3344	nrps	E C E E E E A E A E C C E E C E A C E E A A C C
3345	nrps	E E C C E
3346	nrps	E A A E A E C A C E A C C E A A E A A A A A A C E E E C A
3347	nrps	C C C E C A A C A E A E C A E A E C A A A C E A A
3348	nrps	E E C C C A A C A A E C A A A A A A E E C A C C A C C E C E
3349	nrps	C E A A E A E E C E E C A C
3350	nrps	A C A A E C E A C E E A E E C A A C C E A C E E A C A E C C E A E E A A
3351	nrps	A C E A E A E E C C A A E C E
3352	nrps	A E E A A E A E E C A E A E C E A C C E A C
3353	nrps	E E C C E E A C A A C E C C E A C E A A E C C E C E C C A C A
3354	nrps	E E E C C E A A C
3355	nrps	E A E E C E A C A E A C C A E A A E E C E C E A
3356	nrps	A A A E E A C A A E E A E A A E C E A C C A E C C E C A
3357	nrps	A C C A A A C A C A C A C C E C C C C C E C C A E A E E E C E A C C C E E E E E
3358	nrps	C E E C A C E C C E C C E A A
3359	nrps	A C E E A A A E C C E E C E A
3360	nrps	C A A C E A E E E C C E C E C A C C A C E C A A C C E E A E C E E E A E
3361	nrps	A C E C E A A E A A E E E A A E C E E E A C A E C A C C E C
3362	nrps	A E C C A E C A E A A C A A C C E A A E E A C C
3363	nrps	E A A E A E C C E A A E C E C C A C
3364	nrps	C A E C C E E A E E E C E A E A A A C
3365	nrps	C A E A A A C E A E E A E A A
3366	nrps	A C C E E C A E C E C C C C C A A C C A E C
3367	nrps	A E C C E E A A C
3368	nrps	C A C C C C E C A C E C A C C C C E
3369	nrps	C C E C C E A A E E A C A A C A A E C A E C C A C
3370	nrps	C A A A A E C C E E E C E C E C C A A A E C A A A E C C E E E E E A A
3371	nrps	A E E A E C C E C C E A C A E E C E A A C C
3372	nrps	C E E A C C C E A E E
3373	nrps	C C C C E C A E E C A A A C E E
3374	nrps	C E C E C E A A E A E E C C C A C E A E A E E E E
3375	nrps	C C C C C A E A E C C A A E E E C E C A C A E A A C C A E E A E C
3376	nrps	E C A A E E E E C E C C
3377	nrps	A C E E E A A A C E C A A A E C E C C A A C A E C C A
3378	nrps	A C A A
3379	nrps	A E C A C C E E E A E E C A E E C E A A E A A C E
3380	nrps	C A E A E A C A C A C A C C A C A E E E C A C A C E C A C A C C E E
3381	nrps	A C A C E C A A A A A C E A C C A E C C E
3382	nrps	C C C A C E C A E E A A E E A A C E C A A A A C A E A E E E E A A C C
3383	nrps	E E A E E C A E C C C E A C E
3384	nrps	C E C A E A C A
3385	nrps	E E E C E A E E E C A E C A E A
3386	nrps	C C C E C A A E A C C E A A E C C E C A C C C A C E A E
3387	nrps	A E E A A A A C C E C E A C A A C A E C E E E C E C
3388	nrps	C C A C A A E
3389	nrps	C C E E A A E C A E A A C A C A A
3390	nrps	C A C E E C A E A C C A A A E C E E C E A A
3391	nrps	A C A E E C A C E C E C A A A C C A
3392	nrps	A E E E A C C E E E
3393	nrps	A E C A E C A E C A A E E A A C E C C C C C E A A A A C A C C E
3394	nrps	E C E A A E A C C A A
3395	nrps	C A C C E E A A A C C E E A C E C E E A C A A A E A C E C A C C E A
3396	nrps	C A E A A C E A E A E A A C C C C C E E A E A E A A E E
3397	nrps	E A C A C C A A E C A C E C
3398	nrps	A A C C E C C C E A C E A E A E E E A C C E C A C A A E A C E C A E A E A A A A
3399	nrps	A A E A A E C C C E C E C A A C A A E E A A C A C E A A E E C E C C C A
3400	nrps	E E A C C A A C A A E E E C A C A A C E A C E E A A C C A C C C A C
3401	nrps	A E A C C A A C E C C A A C A
3402	nrps	A C A C E A E C C C A A A C A C C A A C C C C E A E C E E C E E C E A A A E A
3403	nrps	C C A E A C E E A C E E C A C C C C E C A E
3404	nrps	E E C E A E C C E E E E C A C E C C A
3405	nrps	A C C C E C C A A C A A C E C C A E A A A E A C E C C E C C
3406	nrps	E E C A C A C C C E C E A A E E E A E E E E A E E E
3407	nrps	A E A A C E C C A A E C A C A E A C A E
3408	nrps	A E E A A C E A A
3409	nrps	C C A A A A A E C E A C A C A C E E E C A E C C E C
3410	nrps	C A C E A C C C A A E E E C E C
3411	nrps	E E E E A A E A E E A A C E E A E A
3412	nrps	E E A E C E E A C
3413	nrps	C C E E C C A C E A A E E C E A C A A E E E C A A E E
3414	nrps	A A C C A C C C C C A A E
3415	nrps	C E A A C A E A C E E C A
3416	nrps	E A C C E C E C C A E A C A A C A A E E C A A E C C
3417	nrps	A C E E E A A C C E C C E C
3418	nrps	A A C E C E A C A C A E E A E E E A E E A C A A E A A E E E C C E
3419	nrps	C E E E A E E C A
3420	nrps	C C A C E C
3421	nrps	A A A A E A C E E C C C C A E E C E C C C
3422	nrps	C E E A C A C C C A C A A A E C E A A E C
3423	nrps	A A C E A E E A C C C E A E E E C A A A A A A A A A E C C C C E A C E
3424	nrps	E E C E E E A E E A C A C A
3425	nrps	E E C E E C A E E C A A C A A A C E A A C C E E E C C C C E E C E
3426	nrps	C C E E A E E A A E E A E A A E A A E E C A E E C A C C E A C C E E C
3427	nrps	A E A E A E E A A A C C C A C A A E A A C C A E E A E A A E A E C E A E A A
3428	nrps	C C A E E A A E E C C C A E
3429	nrps	C C C A A A A E C C E C C E A
3430	nrps	A C E E E C E C A A E A C E A A A A E
3431	nrps	A E E C
3432	nrps	C C C C E E
3433	nrps	E A E E A A A A E C E C C A E A E A C C C C A E A A E E C C E C
3434	nrps	C C C C A C E A C C A A A C E E C C E E E C E E E C E E C C A
3435	nrps	E A E A C A A A E E E C A C C
3436	nrps	E C E C E E
3437	nrps	E A E A E
3438	nrps	A E C C A E E A C E C C C A C A E C E C E E C
3439	nrps	A A C A C E C A A C C C E A C A A E A C E C A E E E A A C C C E C E C E
3440	nrps	C C A A A A E A C A E E C C A C C A E
3441	nrps	C C C E A C A E C C C A C E C E A A E A E A A E A E E A C C E E E A
3442	nrps	A E E A A E A E E A C C
3443	nrps	E C A E A A E C E A
3444	nrps	A C C E E C A E A A E A E A A C C E E E
3445	nrps	A A E A E A C C A C A C A C C E E A C E C E A A C E E C A A C E E C A
3446	nrps	E C E E E E A C C C A E A C C A E A E C E A C C C C E E C E E A A C C E A
3447	nrps	A C E E E
3448	nrps	E C E E C E A A C A E E A C A E E
3449	nrps	C E C A A C A E E C
3450	nrps	E E E A E E A E C A C A E A C E C C A E C C E C C E A A A A C C A E C A A A A
3451	nrps	A C A E E A C C A C A C E E A A C E A E E C C C A E C E C E E A C C E C E A
3452	nrps	A C E C C C E A A E
3453	nrps	C C C A A C C E C C A C A A A E C E A A A E E A A A E C A E C C A C E C E A C A
3454	nrps	A C A C C C C C E A E A E A E C E E C E C
3455	nrps	A E C A A A C C E A C E A E
3456	nrps	A C A A E E C E C A C E A A E E E C E
3457	nrps	A A C C A E
3458	nrps	E E A E A E C C E A A
3459	nrps	C E E C E E E C C C A A E E
3460	nrps	C C E C E C C C C
3461	nrps	A C A C A E E C C E A C A A C
3462	nrps	C C E C E A E E A A A E C E C A A
3463	nrps	C A C A A C A C E C C E
3464	nrps	E C C E A C E C C E A E A A E C E C E E C C E A C E C
3465	nrps	E A A E C A C C E E C E A C C E A A A C C C C A A A C A E A E C E A A E A A
3466	nrps	A C C E A E A A E C A C E C C A C C A C
3467	nrps	E E E A C E
3468	nrps	A C A C E E C A E C E C E C A C E E
3469	nrps	A A A C E A C E E A A C C A C E C E A E A A A E C A E
3470	nrps	E A A C E A C C E C C A A E E A E E A E C C C A A A C C C E A E E
3471	nrps	E E E C A A E A E A C E
3472	nrps	A A C C E C C E C C E E E A E E A C C C C
3473	nrps	C A C E
3474	nrps	A A E E C
3475	nrps	A E C C C E C E C E A
3476	nrps	C E E A C C E E E A E A A A A C E A C C E E E E E E E A C A
3477	nrps	E C C E E E A A E E E E A A E A A E C C A A C C A
3478	nrps	E C C C C E C A A
3479	nrps	C C A C E E E E C E E A C A C A A A C C C A E
3480	nrps	C C C C E A E E C A E C A E A C C A
3481	nrps	A C E A E A C C C C A
3482	nrps	A C E E A C A A
3483	nrps	C C E A C A E E C A C
3484	nrps	C C C E C A C A C E C C A E E E C E A E A C E A E A E E A E
3485	nrps	A C E A C C E A C C A E A E A A A A E A A
3486	nrps	E C E E C E C C C A A A C A C C E A E C A
3487	nrps	A E A C A E A A C A C
3488	nrps	A E A A E A A C E C A A A C E
3489	nrps	C A A E A C A E E A A C C C A E E C C A C C A C C C C A C
3490	nrps	C C A A C C E C E E C C E A E A A C E E C C A E
3491	nrps	A A C E C A C C C C E C C C C E C E A E C E A E C C E A E E A E A
3492	nrps	A E E E A A A C E E C C E C C E C E C E E E E E A E E A C
3493	nrps	A A C E C A E A E A A A E C A C E C C A C A A A E C C C
3494	nrps	A A C A A C C A C E C A C A A C A E E C C C C C E E C E C E E E E E A E
3495	nrps	E A C E E E E E E C A E A E A C E C C A A E E A A A E A A C E
3496	nrps	A A C A A C C A E E C E A C C A
3497	nrps	A A C C A C
3498	nrps	A E A C E C C C C E A E A C C C A E E C E E E C E E
3499	nrps	E A C C E A A A C C A E E A E E E E E C C A C A E C A A A A C E C C A
3500	nrps	E A A C A C C E E C
3501	nrps	A C C A E C A A E E C A E C E C A A E A E A
3502	nrps	C C E C A C C C C A A C E E C C C E C E
3503	nrps	E A E A A A E A A C E A E C A A E A
3504	nrps	E C A E C C C A C
3505	nrps	A E A A A C C E C E E C E A A C E C C A E C C A A C A C C A E E E C
3506	nrps	A C A A A C E E E E A C C E E E C E E E E A E E C E C C C E A E E C C A E C C
3507	nrps	A E E E A E E C A A C A E E E E E C E C E A A A E C A C C E A E E A E
3508	nrps	C C A E A E E A C C E A
3509	nrps	E A A E C A C E C E C C C A E C E C
3510	nrps	A C A A A C A C A E A E C A C C A E E E A E A C E A E A
3511	nrps	C C C A C E E E E C A A A E C C E E E E A C A A E C C A E C C A
3512	nrps	E C C E A E A C A C E A C E E C E E A A A E E C A C C A E
